Name,Description,Latitude,Longitude,Auto_Opene,BldName,FID,Floor,description,name
(CAL) CALHOUN HALL,name: kml_310<br>description: <br> Attributes<br>  FID  309 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CAL) CALHOUN HALL <br>FID: 309<br>Auto_Opene: 0<br>Floor: 01,30.284442,-97.740146,0,(CAL) CALHOUN HALL,309,01,,kml_310
(CAL) CALHOUN HALL,name: kml_311<br>description: <br> Attributes<br>  FID  310 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CAL) CALHOUN HALL <br>FID: 310<br>Auto_Opene: 0<br>Floor: 01,30.284534,-97.740132,0,(CAL) CALHOUN HALL,310,01,,kml_311
(FAC) PETER T. FLAWN ACADEMIC CENTER,name: kml_312<br>description: <br> Attributes<br>  FID  311 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (FAC) PETER T. FLAWN ACADEMIC CENTER <br>FID: 311<br>Auto_Opene: 1<br>Floor: 001,30.286427,-97.74064,1,(FAC) PETER T. FLAWN ACADEMIC CENTER,311,001,,kml_312
(F20) BIO. SCI. EXP. FIELD LAB.,name: kml_313<br>description: <br> Attributes<br>  FID  312 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (F20) BIO. SCI. EXP. FIELD LAB. <br>FID: 312<br>Auto_Opene: 0<br>Floor:,30.284174,-97.778104,0,(F20) BIO. SCI. EXP. FIELD LAB.,312,,,kml_313
(CML) COMAL ST. CHILD DEVELOPMENT CENTER,name: kml_314<br>description: <br> Attributes<br>  FID  313 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (CML) COMAL ST. CHILD DEVELOPMENT CENTER <br>FID: 313<br>Auto_Opene: 0<br>Floor:,30.28278,-97.725224,0,(CML) COMAL ST. CHILD DEVELOPMENT CENTER,313,,,kml_314
(DEV) DEVELOPMENT OFFICE BUILDING,name: kml_315<br>description: <br> Attributes<br>  FID  314 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (DEV) DEVELOPMENT OFFICE BUILDING <br>FID: 314<br>Auto_Opene: 0<br>Floor:,30.287205,-97.723613,0,(DEV) DEVELOPMENT OFFICE BUILDING,314,,,kml_315
(DFF) UFCU DISCH-FALK FIELD,name: kml_316<br>description: <br> Attributes<br>  FID  315 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (DFF) UFCU DISCH-FALK FIELD <br>FID: 315<br>Auto_Opene: 0<br>Floor:,30.279092,-97.726861,0,(DFF) UFCU DISCH-FALK FIELD,315,,,kml_316
(DPI),name: kml_317<br>description: <br> Attributes<br>  FID  316 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (DPI) <br>FID: 316<br>Auto_Opene: 0<br>Floor:,30.304876,-97.7037,0,(DPI),316,,,kml_317
(FC1),name: kml_318<br>description: <br> Attributes<br>  FID  317 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (FC1) <br>FID: 317<br>Auto_Opene: 1<br>Floor:,30.284577,-97.722705,1,(FC1),317,,,kml_318
(FC5),name: kml_319<br>description: <br> Attributes<br>  FID  318 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (FC5) <br>FID: 318<br>Auto_Opene: 0<br>Floor:,30.283658,-97.724828,0,(FC5),318,,,kml_319
(FC6),name: kml_320<br>description: Attributes<br> FID 319 <br> Auto_Opene 0 <br> Floor <br> BldName (FC6) <br>FID: 319<br>Auto_Opene: 0<br>Floor:,30.283455,-97.725403,0,(FC6),319,,Attributes,kml_320
(FC9),name: kml_321<br>description: <br> Attributes<br>  FID  320 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (FC9) <br>FID: 320<br>Auto_Opene: 0<br>Floor:,30.283878,-97.723894,0,(FC9),320,,,kml_321
(FDH) J. FRANK DOBIE HOUSE,name: kml_322<br>description: <br> Attributes<br>  FID  321 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (FDH) J. FRANK DOBIE HOUSE <br>FID: 321<br>Auto_Opene: 0<br>Floor:,30.289386,-97.732513,0,(FDH) J. FRANK DOBIE HOUSE,321,,,kml_322
(IC2) 2815 SAN GABRIEL (IC2 INSTITUTE),name: kml_323<br>description: <br> Attributes<br>  FID  322 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (IC2) 2815 SAN GABRIEL (IC2 INSTITUTE) <br>FID: 322<br>Auto_Opene: 0<br>Floor:,30.294713,-97.746644,0,(IC2) 2815 SAN GABRIEL (IC2 INSTITUTE),322,,,kml_323
(INT) INTERNATIONAL OFFICE - 2400 NUECES,name: kml_324<br>description: <br> Attributes<br>  FID  323 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (INT) INTERNATIONAL OFFICE - 2400 NUECES <br>FID: 323<br>Auto_Opene: 1<br>Floor:,30.287971,-97.743256,1,(INT) INTERNATIONAL OFFICE - 2400 NUECES,323,,,kml_324
(JHH) JOHN W. HARGIS HALL,name: kml_325<br>description: <br> Attributes<br>  FID  324 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (JHH) JOHN W. HARGIS HALL <br>FID: 324<br>Auto_Opene: 1<br>Floor:,30.278377,-97.732066,1,(JHH) JOHN W. HARGIS HALL,324,,,kml_325
(NUR) NURSING SCHOOL,name: kml_326<br>description: <br> Attributes<br>  FID  325 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (NUR) NURSING SCHOOL <br>FID: 325<br>Auto_Opene: 1<br>Floor:,30.277726,-97.73331,1,(NUR) NURSING SCHOOL,325,,,kml_326
(SBS) RED AND CHARLINE MCCOMBS FIELD,name: kml_327<br>description: <br> Attributes<br>  FID  326 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (SBS) RED AND CHARLINE MCCOMBS FIELD <br>FID: 326<br>Auto_Opene: 0<br>Floor:,30.280483,-97.725252,0,(SBS) RED AND CHARLINE MCCOMBS FIELD,326,,,kml_327
(UIL) UNIV. INTERSCHOLASTIC LEAGUE BLDG.,name: kml_328<br>description: <br> Attributes<br>  FID  327 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (UIL) UNIV. INTERSCHOLASTIC LEAGUE BLDG. <br>FID: 327<br>Auto_Opene: 0<br>Floor:,30.283407,-97.723644,0,(UIL) UNIV. INTERSCHOLASTIC LEAGUE BLDG.,327,,,kml_328
(UPB) UNIVERSITY POLICE BUILDING,name: kml_329<br>description: <br> Attributes<br>  FID  328 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (UPB) UNIVERSITY POLICE BUILDING <br>FID: 328<br>Auto_Opene: 0<br>Floor:,30.283954,-97.730587,0,(UPB) UNIVERSITY POLICE BUILDING,328,,,kml_329
(UTA) UT ADMINISTRATION BUILDING,name: kml_330<br>description: <br> Attributes<br>  FID  329 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (UTA) UT ADMINISTRATION BUILDING <br>FID: 329<br>Auto_Opene: 0<br>Floor:,30.279279,-97.742668,0,(UTA) UT ADMINISTRATION BUILDING,329,,,kml_330
(UTX) ETTER-HARBIN ALUMNI CENTER,name: kml_331<br>description: <br> Attributes<br>  FID  330 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (UTX) ETTER-HARBIN ALUMNI CENTER <br>FID: 330<br>Auto_Opene: 0<br>Floor:,30.283956,-97.734247,0,(UTX) ETTER-HARBIN ALUMNI CENTER,330,,,kml_331
(WWH) WALTER WEBB HALL,name: kml_332<br>description: <br> Attributes<br>  FID  331 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (WWH) WALTER WEBB HALL <br>FID: 331<br>Auto_Opene: 1<br>Floor:,30.289347,-97.741789,1,(WWH) WALTER WEBB HALL,331,,,kml_332
(SJH) SAN JACINTO RESIDENCE HALL,name: kml_333<br>description: <br> Attributes<br>  FID  332 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (SJH) SAN JACINTO RESIDENCE HALL <br>FID: 332<br>Auto_Opene: 1<br>Floor: 00,30.282928,-97.734465,1,(SJH) SAN JACINTO RESIDENCE HALL,332,00,,kml_333
(SJH) SAN JACINTO RESIDENCE HALL,name: kml_334<br>description: <br> Attributes<br>  FID  333 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (SJH) SAN JACINTO RESIDENCE HALL <br>FID: 333<br>Auto_Opene: 1<br>Floor: 00,30.282764,-97.734325,1,(SJH) SAN JACINTO RESIDENCE HALL,333,00,,kml_334
(SJH) SAN JACINTO RESIDENCE HALL,name: kml_335<br>description: <br> Attributes<br>  FID  334 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SJH) SAN JACINTO RESIDENCE HALL <br>FID: 334<br>Auto_Opene: 1<br>Floor: 01,30.28237,-97.734628,1,(SJH) SAN JACINTO RESIDENCE HALL,334,01,,kml_335
(PHD) PRATHER HALL DORMITORY,name: kml_336<br>description: <br> Attributes<br>  FID  335 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (PHD) PRATHER HALL DORMITORY <br>FID: 335<br>Auto_Opene: 1<br>Floor: 00,30.282595,-97.735095,1,(PHD) PRATHER HALL DORMITORY,335,00,,kml_336
(RHD) ROBERTS HALL DORMITORY,name: kml_337<br>description: <br> Attributes<br>  FID  336 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (RHD) ROBERTS HALL DORMITORY <br>FID: 336<br>Auto_Opene: 1<br>Floor: 00,30.28305,-97.734882,1,(RHD) ROBERTS HALL DORMITORY,336,00,,kml_337
(MHD) MOORE-HILL DORMITORY,name: kml_338<br>description: <br> Attributes<br>  FID  337 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MHD) MOORE-HILL DORMITORY <br>FID: 337<br>Auto_Opene: 1<br>Floor: 01,30.283458,-97.735678,1,(MHD) MOORE-HILL DORMITORY,337,01,,kml_338
(LTD) LITTLEFIELD DORMITORY,name: kml_339<br>description: <br> Attributes<br>  FID  338 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (LTD) LITTLEFIELD DORMITORY <br>FID: 338<br>Auto_Opene: 1<br>Floor: 00,30.289309,-97.739427,1,(LTD) LITTLEFIELD DORMITORY,338,00,,kml_339
(LTD) LITTLEFIELD DORMITORY,name: kml_340<br>description: <br> Attributes<br>  FID  339 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (LTD) LITTLEFIELD DORMITORY <br>FID: 339<br>Auto_Opene: 1<br>Floor: 00,30.28924,-97.739434,1,(LTD) LITTLEFIELD DORMITORY,339,00,,kml_340
(LLB) LIVING LEARNING HALL B,name: kml_341<br>description: <br> Attributes<br>  FID  340 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (LLB) LIVING LEARNING HALL B <br>FID: 340<br>Auto_Opene: 1<br>Floor: 01,30.291005,-97.740464,1,(LLB) LIVING LEARNING HALL B,340,01,,kml_341
(LLB) LIVING LEARNING HALL B,name: kml_342<br>description: <br> Attributes<br>  FID  341 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (LLB) LIVING LEARNING HALL B <br>FID: 341<br>Auto_Opene: 1<br>Floor: 01,30.290726,-97.740492,1,(LLB) LIVING LEARNING HALL B,341,01,,kml_342
(JCD) JESTER DORMITORY,name: kml_343<br>description: <br> Attributes<br>  FID  342 <br>  Auto_Opene  1 <br>  Floor  W00 <br>  BldName  (JCD) JESTER DORMITORY <br>FID: 342<br>Auto_Opene: 1<br>Floor: W00,30.281684,-97.736323,1,(JCD) JESTER DORMITORY,342,W00,,kml_343
(JCD) JESTER DORMITORY,name: kml_344<br>description: <br> Attributes<br>  FID  343 <br>  Auto_Opene  1 <br>  Floor  M01 <br>  BldName  (JCD) JESTER DORMITORY <br>FID: 343<br>Auto_Opene: 1<br>Floor: M01,30.282548,-97.736417,1,(JCD) JESTER DORMITORY,343,M01,,kml_344
(JCD) JESTER DORMITORY,name: kml_345<br>description: <br> Attributes<br>  FID  344 <br>  Auto_Opene  1 <br>  Floor  M01 <br>  BldName  (JCD) JESTER DORMITORY <br>FID: 344<br>Auto_Opene: 1<br>Floor: M01,30.281954,-97.735682,1,(JCD) JESTER DORMITORY,344,M01,,kml_345
(CRD) CAROTHERS DORMITORY,name: kml_346<br>description: <br> Attributes<br>  FID  345 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (CRD) CAROTHERS DORMITORY <br>FID: 345<br>Auto_Opene: 1<br>Floor: 00,30.288687,-97.739938,1,(CRD) CAROTHERS DORMITORY,345,00,,kml_346
(AND) ANDREWS DORMITORY,name: kml_347<br>description: Attributes<br> FID 346 <br> Auto_Opene 1 <br> Floor 00 <br> BldName (AND) ANDREWS DORMITORY <br>FID: 346<br>Auto_Opene: 1<br>Floor: 00,30.288186,-97.739439,1,(AND) ANDREWS DORMITORY,346,00,Attributes,kml_347
(ADH) ALMETRIS DUREN RESIDENCE HALL,name: kml_348<br>description: <br> Attributes<br>  FID  347 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (ADH) ALMETRIS DUREN RESIDENCE HALL <br>FID: 347<br>Auto_Opene: 1<br>Floor: 01,30.2915,-97.740249,1,(ADH) ALMETRIS DUREN RESIDENCE HALL,347,01,,kml_348
(RLM) ROBERT LEE MOORE HALL,name: kml_349<br>description: <br> Attributes<br>  FID  348 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (RLM) ROBERT LEE MOORE HALL <br>FID: 348<br>Auto_Opene: 0<br>Floor:,30.288925,-97.73599,0,(RLM) ROBERT LEE MOORE HALL,348,,,kml_349
(FC1),name: kml_350<br>description: <br> Attributes<br>  FID  349 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (FC1) <br>FID: 349<br>Auto_Opene: 1<br>Floor:,30.284552,-97.722429,1,(FC1),349,,,kml_350
(JHH) JOHN W. HARGIS HALL,name: kml_351<br>description: <br> Attributes<br>  FID  350 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (JHH) JOHN W. HARGIS HALL <br>FID: 350<br>Auto_Opene: 1<br>Floor:,30.278357,-97.731979,1,(JHH) JOHN W. HARGIS HALL,350,,,kml_351
(HDB) HEALTH DISCOVERY BUILDING,name: kml_353<br>description: <br> Attributes<br>  FID  352 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (HDB) HEALTH DISCOVERY BUILDING <br>FID: 352<br>Auto_Opene: 1<br>Floor:,30.277821,-97.735057,1,(HDB) HEALTH DISCOVERY BUILDING,352,,,kml_353
(ECJ) ERNEST COCKRELL JR. HALL,name: kml_354<br>description: <br> Attributes<br>  FID  353 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (ECJ) ERNEST COCKRELL JR. HALL <br>FID: 353<br>Auto_Opene: 0<br>Floor: 01,30.289078,-97.735608,0,(ECJ) ERNEST COCKRELL JR. HALL,353,01,,kml_354
(BUR) BURDINE HALL,name: kml_355<br>description: <br> Attributes<br>  FID  354 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (BUR) BURDINE HALL <br>FID: 354<br>Auto_Opene: 0<br>Floor:,30.289151,-97.738298,0,(BUR) BURDINE HALL,354,,,kml_355
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_356<br>description: <br> Attributes<br>  FID  355 <br>  Auto_Opene  1 <br>  Floor    <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 355<br>Auto_Opene: 1<br>Floor:,30.290407,-97.736473,1,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,355,,,kml_356
(DCP) DENTON A. COOLEY PAVILION,name: kml_357<br>description: <br> Attributes<br>  FID  356 <br>  Auto_Opene  0 <br>  Floor    <br>  BldName  (DCP) DENTON A. COOLEY PAVILION <br>FID: 356<br>Auto_Opene: 0<br>Floor:,30.276112,-97.732675,0,(DCP) DENTON A. COOLEY PAVILION,356,,,kml_357
(HLB) HEALTH LEARNING BUILDING,name: kml_358<br>description: Attributes<br> FID 357 <br> Auto_Opene 1 <br> Floor <br> BldName (HLB) HEALTH LEARNING BUILDING <br>FID: 357<br>Auto_Opene: 1<br>Floor: 01,30.2755879,-97.7332328,1,(HLB) HEALTH LEARNING BUILDING,357,01,Attributes,kml_358
(HLB) HEALTH LEARNING BUILDING,name: kml_360<br>description: Attributes<br> FID 359 <br> Auto_Opene 1 <br> Floor <br> BldName (HLB) HEALTH LEARNING BUILDING <br>FID: 359<br>Auto_Opene: 1<br>Floor: 01,30.2754069,-97.7333002,1,(HLB) HEALTH LEARNING BUILDING,359,01,Attributes,kml_360
(EER) ENGR EDUCATION AND RESEARCH CENTER,name: (EER) ENGR EDUCATION AND RESEARCH CENTER<br>description: <br>FID: <br>Auto_Opene: 1<br>Floor: 01,30.2882947,-97.735634,1,,,01,,(EER) ENGR EDUCATION AND RESEARCH CENTER
(EER) ENGR EDUCATION AND RESEARCH CENTER,name: Point 362<br>description: <br>FID: <br>Auto_Opene: 1<br>Floor: 00,30.2878929,-97.7351166,1,,,00,,Point 362
(EER) ENGR EDUCATION AND RESEARCH CENTER,name: kml_363<br>description: <br>FID: <br>Auto_Opene: 1<br>Floor: 00,30.2881813,-97.7349678,1,,,00,,kml_363
(HTB) HEALTH TRANSFORMATION BUILDING,name: <br>description: Floor  01<br>BldName (HTB) HEALTH TRANSFORMATION BUILDING<br>FID: <br>Auto_Opene: 1<br>Floor: 1,30.2775371,-97.735122,1,(HTB) HEALTH TRANSFORMATION BUILDING,,1,Floor  01,
(HLB) HEALTH LEARNING BUILDING,name: (HLB) HEALTH LEARNING BUILDING<br>description: (HLB) HEALTH LEARNING BUILDING<br>FID: <br>Auto_Opene: 0<br>Floor: 01,30.2756863,-97.7336025,0,,,01,(HLB) HEALTH LEARNING BUILDING,(HLB) HEALTH LEARNING BUILDING
(HDB) HEALTH DISCOVERY BUILDING,name: Point 364<br>description: <br>FID: <br>Auto_Opene: 0<br>Floor: 01,30.2778301,-97.7344273,0,,,01,,Point 364
