Name,Description,Latitude,Longitude,Auto_Opene,BldName,FID,Floor,description,name
(MEZ) MEZES HALL,name: kml_153<br>description: <br> Attributes<br>  FID  152 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 152<br>Auto_Opene: 0<br>Floor: 01,30.284096,-97.738754,0,(MEZ) MEZES HALL,152,01,,kml_153
(MEZ) MEZES HALL,name: kml_154<br>description: <br> Attributes<br>  FID  153 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 153<br>Auto_Opene: 0<br>Floor: 01,30.284233,-97.738742,0,(MEZ) MEZES HALL,153,01,,kml_154
(MEZ) MEZES HALL,name: kml_155<br>description: <br> Attributes<br>  FID  154 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 154<br>Auto_Opene: 1<br>Floor: 01,30.284379,-97.738736,1,(MEZ) MEZES HALL,154,01,,kml_155
(BAT) BATTS HALL,name: kml_156<br>description: <br> Attributes<br>  FID  155 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BAT) BATTS HALL <br>FID: 155<br>Auto_Opene: 1<br>Floor: 01,30.284792,-97.738684,1,(BAT) BATTS HALL,155,01,,kml_156
(GAR) GARRISON HALL,name: kml_157<br>description: <br> Attributes<br>  FID  156 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (GAR) GARRISON HALL <br>FID: 156<br>Auto_Opene: 1<br>Floor: 001,30.285113,-97.738545,1,(GAR) GARRISON HALL,156,001,,kml_157
(WCH) WILL C. HOGG BLDG.,name: kml_158<br>description: <br> Attributes<br>  FID  157 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (WCH) WILL C. HOGG BLDG. <br>FID: 157<br>Auto_Opene: 1<br>Floor: 01,30.286114,-97.738149,1,(WCH) WILL C. HOGG BLDG.,157,01,,kml_158
(WCH) WILL C. HOGG BLDG.,name: kml_159<br>description: <br> Attributes<br>  FID  158 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (WCH) WILL C. HOGG BLDG. <br>FID: 158<br>Auto_Opene: 1<br>Floor: 01,30.28618,-97.738536,1,(WCH) WILL C. HOGG BLDG.,158,01,,kml_159
(GEB) DOROTHY L. GEBAUER BUILDING,name: kml_160<br>description: <br> Attributes<br>  FID  159 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (GEB) DOROTHY L. GEBAUER BUILDING <br>FID: 159<br>Auto_Opene: 1<br>Floor: 01,30.286422,-97.738495,1,(GEB) DOROTHY L. GEBAUER BUILDING,159,01,,kml_160
(GEB) DOROTHY L. GEBAUER BUILDING,name: kml_161<br>description: <br> Attributes<br>  FID  160 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (GEB) DOROTHY L. GEBAUER BUILDING <br>FID: 160<br>Auto_Opene: 1<br>Floor: 01,30.28644,-97.73873,1,(GEB) DOROTHY L. GEBAUER BUILDING,160,01,,kml_161
(MAI) MAIN BUILDING,name: kml_162<br>description: Attributes<br> FID 161 <br> Auto_Opene 1 <br> Floor GRO* <br> BldName (MAI) MAIN BUILDING <br>FID: 161<br>Auto_Opene: 1<br>Floor: Ground,30.285984,-97.739041,1,(MAI) MAIN BUILDING,161,Ground,Attributes,kml_162
(GAR) GARRISON HALL,name: kml_163<br>description: <br> Attributes<br>  FID  162 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (GAR) GARRISON HALL <br>FID: 162<br>Auto_Opene: 1<br>Floor: 01,30.285146,-97.738702,1,(GAR) GARRISON HALL,162,01,,kml_163
(HMA) HOGG MEMORIAL AUDITORIUM,name: kml_164<br>description: <br> Attributes<br>  FID  163 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (HMA) HOGG MEMORIAL AUDITORIUM <br>FID: 163<br>Auto_Opene: 1<br>Floor: 01,30.286907,-97.740387,1,(HMA) HOGG MEMORIAL AUDITORIUM,163,01,,kml_164
(GWB) GORDON-WHITE BUILDING,name: kml_165<br>description: <br> Attributes<br>  FID  164 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (GWB) GORDON-WHITE BUILDING <br>FID: 164<br>Auto_Opene: 1<br>Floor: 02,30.287844,-97.740054,1,(GWB) GORDON-WHITE BUILDING,164,02,,kml_165
(KIN) KINSOLVING DORMITORY,name: kml_166<br>description: <br> Attributes<br>  FID  165 <br>  Auto_Opene  1 <br>  Floor  00 <br>  BldName  (KIN) KINSOLVING DORMITORY <br>FID: 165<br>Auto_Opene: 1<br>Floor: 00,30.289924,-97.739723,1,(KIN) KINSOLVING DORMITORY,165,00,,kml_166
(SSB) STUDENT SERVICES BUILDING,name: kml_167<br>description: <br> Attributes<br>  FID  166 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 166<br>Auto_Opene: 1<br>Floor: 01,30.28994,-97.738799,1,(SSB) STUDENT SERVICES BUILDING,166,01,,kml_167
(BUR) BURDINE HALL,name: kml_168<br>description: <br> Attributes<br>  FID  167 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (BUR) BURDINE HALL <br>FID: 167<br>Auto_Opene: 0<br>Floor: 02,30.288739,-97.738333,0,(BUR) BURDINE HALL,167,02,,kml_168
(CBA) COLLEGE OF BUSINESS ADMINISTRATION,name: kml_169<br>description: <br> Attributes<br>  FID  168 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CBA) COLLEGE OF BUSINESS ADMINISTRATION <br>FID: 168<br>Auto_Opene: 0<br>Floor: 02,30.283839,-97.738058,0,(CBA) COLLEGE OF BUSINESS ADMINISTRATION,168,02,,kml_169
(CLA) LIBERAL ARTS BUILDING,name: kml_170<br>description: <br> Attributes<br>  FID  169 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 169<br>Auto_Opene: 1<br>Floor: 01,30.285182,-97.735441,1,(CLA) LIBERAL ARTS BUILDING,169,01,,kml_170
(CLA) LIBERAL ARTS BUILDING,name: kml_171<br>description: <br> Attributes<br>  FID  170 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 170<br>Auto_Opene: 0<br>Floor: 01,30.285019,-97.735195,0,(CLA) LIBERAL ARTS BUILDING,170,01,,kml_171
(CLA) LIBERAL ARTS BUILDING,name: kml_172<br>description: <br> Attributes<br>  FID  171 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 171<br>Auto_Opene: 0<br>Floor: 01,30.285056,-97.735715,0,(CLA) LIBERAL ARTS BUILDING,171,01,,kml_172
(CLA) LIBERAL ARTS BUILDING,name: kml_173<br>description: <br> Attributes<br>  FID  172 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 172<br>Auto_Opene: 0<br>Floor: 01,30.284836,-97.735736,0,(CLA) LIBERAL ARTS BUILDING,172,01,,kml_173
(CLA) LIBERAL ARTS BUILDING,name: kml_174<br>description: <br> Attributes<br>  FID  173 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 173<br>Auto_Opene: 0<br>Floor: 01,30.284799,-97.735216,0,(CLA) LIBERAL ARTS BUILDING,173,01,,kml_174
(CMA) JESSE H. JONES COMM. CTR. (BLDG. A),name: kml_175<br>description: <br> Attributes<br>  FID  174 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (CMA) JESSE H. JONES COMM. CTR. (BLDG. A) <br>FID: 174<br>Auto_Opene: 1<br>Floor: 02,30.289472,-97.74074,1,(CMA) JESSE H. JONES COMM. CTR. (BLDG. A),174,02,,kml_175
(FAC) PETER T. FLAWN ACADEMIC CENTER,name: kml_176<br>description: <br> Attributes<br>  FID  175 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (FAC) PETER T. FLAWN ACADEMIC CENTER <br>FID: 175<br>Auto_Opene: 0<br>Floor: 01,30.28616,-97.740589,0,(FAC) PETER T. FLAWN ACADEMIC CENTER,175,01,,kml_176
(GDC) GATES DELL COMPLEX,name: kml_177<br>description: <br> Attributes<br>  FID  176 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (GDC) GATES DELL COMPLEX <br>FID: 176<br>Auto_Opene: 0<br>Floor: 02,30.286192,-97.736469,0,(GDC) GATES DELL COMPLEX,176,02,,kml_177
(GDC) GATES DELL COMPLEX,name: kml_178<br>description: <br> Attributes<br>  FID  177 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (GDC) GATES DELL COMPLEX <br>FID: 177<br>Auto_Opene: 0<br>Floor: 02,30.286271,-97.736751,0,(GDC) GATES DELL COMPLEX,177,02,,kml_178
(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,name: kml_179<br>description: <br> Attributes<br>  FID  178 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (GSB) GRADUATE SCHOOL OF BUSINESS BLDG. <br>FID: 178<br>Auto_Opene: 1<br>Floor: 02,30.284006,-97.738128,1,(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,178,02,,kml_179
(JES) BEAUFORD H. JESTER CENTER,name: kml_180<br>description: <br> Attributes<br>  FID  179 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 179<br>Auto_Opene: 0<br>Floor: 01,30.282667,-97.737153,0,(JES) BEAUFORD H. JESTER CENTER,179,01,,kml_180
(JES) BEAUFORD H. JESTER CENTER,name: kml_181<br>description: <br> Attributes<br>  FID  180 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 180<br>Auto_Opene: 0<br>Floor: 01,30.28258,-97.736782,0,(JES) BEAUFORD H. JESTER CENTER,180,01,,kml_181
(JES) BEAUFORD H. JESTER CENTER,name: kml_182<br>description: <br> Attributes<br>  FID  181 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 181<br>Auto_Opene: 0<br>Floor: 01,30.282563,-97.736558,0,(JES) BEAUFORD H. JESTER CENTER,181,01,,kml_182
(JES) BEAUFORD H. JESTER CENTER,name: kml_183<br>description: <br> Attributes<br>  FID  182 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 182<br>Auto_Opene: 1<br>Floor: 01,30.282573,-97.736955,1,(JES) BEAUFORD H. JESTER CENTER,182,01,,kml_183
(JES) BEAUFORD H. JESTER CENTER,name: kml_184<br>description: <br> Attributes<br>  FID  183 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 183<br>Auto_Opene: 0<br>Floor: 01,30.282581,-97.736451,0,(JES) BEAUFORD H. JESTER CENTER,183,01,,kml_184
(SAC) STUDENT ACTIVITY CENTER,name: kml_185<br>description: <br> Attributes<br>  FID  184 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 184<br>Auto_Opene: 0<br>Floor: 01,30.28498,-97.736832,0,(SAC) STUDENT ACTIVITY CENTER,184,01,,kml_185
(SAC) STUDENT ACTIVITY CENTER,name: kml_186<br>description: <br> Attributes<br>  FID  185 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 185<br>Auto_Opene: 1<br>Floor: 01,30.284894,-97.736442,1,(SAC) STUDENT ACTIVITY CENTER,185,01,,kml_186
(SAC) STUDENT ACTIVITY CENTER,name: kml_187<br>description: <br> Attributes<br>  FID  186 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 186<br>Auto_Opene: 0<br>Floor: 01,30.285169,-97.735867,0,(SAC) STUDENT ACTIVITY CENTER,186,01,,kml_187
(UTC) UNIVERSITY TEACHING CENTER,name: kml_188<br>description: <br> Attributes<br>  FID  187 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 187<br>Auto_Opene: 1<br>Floor: 03,30.283342,-97.738632,1,(UTC) UNIVERSITY TEACHING CENTER,187,03,,kml_188
(UTC) UNIVERSITY TEACHING CENTER,name: kml_189<br>description: <br> Attributes<br>  FID  188 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 188<br>Auto_Opene: 0<br>Floor: 03,30.283292,-97.738635,0,(UTC) UNIVERSITY TEACHING CENTER,188,03,,kml_189
(UTC) UNIVERSITY TEACHING CENTER,name: kml_190<br>description: <br> Attributes<br>  FID  189 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 189<br>Auto_Opene: 0<br>Floor: 03,30.283265,-97.738624,0,(UTC) UNIVERSITY TEACHING CENTER,189,03,,kml_190
(UTC) UNIVERSITY TEACHING CENTER,name: kml_191<br>description: <br> Attributes<br>  FID  190 <br>  Auto_Opene  0 <br>  Floor  04 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 190<br>Auto_Opene: 0<br>Floor: 04,30.283342,-97.738632,0,(UTC) UNIVERSITY TEACHING CENTER,190,04,,kml_191
(UTC) UNIVERSITY TEACHING CENTER,name: kml_192<br>description: <br> Attributes<br>  FID  191 <br>  Auto_Opene  0 <br>  Floor  04 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 191<br>Auto_Opene: 0<br>Floor: 04,30.283292,-97.738635,0,(UTC) UNIVERSITY TEACHING CENTER,191,04,,kml_192
(UTC) UNIVERSITY TEACHING CENTER,name: kml_193<br>description: <br> Attributes<br>  FID  192 <br>  Auto_Opene  0 <br>  Floor  04 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 192<br>Auto_Opene: 0<br>Floor: 04,30.283265,-97.738624,0,(UTC) UNIVERSITY TEACHING CENTER,192,04,,kml_193
(WEL) ROBERT A. WELCH HALL,name: kml_194<br>description: <br> Attributes<br>  FID  193 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 193<br>Auto_Opene: 0<br>Floor: 02,30.285874,-97.737482,0,(WEL) ROBERT A. WELCH HALL,193,02,,kml_194
(WEL) ROBERT A. WELCH HALL,name: kml_195<br>description: <br> Attributes<br>  FID  194 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 194<br>Auto_Opene: 0<br>Floor: 02,30.28628,-97.737442,0,(WEL) ROBERT A. WELCH HALL,194,02,,kml_195
(WEL) ROBERT A. WELCH HALL,name: kml_196<br>description: <br> Attributes<br>  FID  195 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 195<br>Auto_Opene: 1<br>Floor: 03,30.286595,-97.738032,1,(WEL) ROBERT A. WELCH HALL,195,03,,kml_196
(WEL) ROBERT A. WELCH HALL,name: kml_197<br>description: <br> Attributes<br>  FID  196 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 196<br>Auto_Opene: 1<br>Floor: 03,30.286634,-97.738091,1,(WEL) ROBERT A. WELCH HALL,196,03,,kml_197
(WEL) ROBERT A. WELCH HALL,name: kml_198<br>description: <br> Attributes<br>  FID  197 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 197<br>Auto_Opene: 1<br>Floor: 03,30.28622,-97.737825,1,(WEL) ROBERT A. WELCH HALL,197,03,,kml_198
(WEL) ROBERT A. WELCH HALL,name: kml_199<br>description: <br> Attributes<br>  FID  198 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 198<br>Auto_Opene: 0<br>Floor: 03,30.28608,-97.737839,0,(WEL) ROBERT A. WELCH HALL,198,03,,kml_199
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_200<br>description: <br> Attributes<br>  FID  199 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 199<br>Auto_Opene: 1<br>Floor: 01,30.290276,-97.736907,1,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,199,01,,kml_200
(JON) JESSE H. JONES HALL,name: kml_201<br>description: <br> Attributes<br>  FID  200 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (JON) JESSE H. JONES HALL <br>FID: 200<br>Auto_Opene: 0<br>Floor: 02,30.28852,-97.731332,0,(JON) JESSE H. JONES HALL,200,02,,kml_201
(JON) JESSE H. JONES HALL,name: kml_202<br>description: <br> Attributes<br>  FID  201 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (JON) JESSE H. JONES HALL <br>FID: 201<br>Auto_Opene: 0<br>Floor: 02,30.288539,-97.731359,0,(JON) JESSE H. JONES HALL,201,02,,kml_202
(JON) JESSE H. JONES HALL,name: kml_203<br>description: <br> Attributes<br>  FID  202 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (JON) JESSE H. JONES HALL <br>FID: 202<br>Auto_Opene: 0<br>Floor: 02,30.288551,-97.731388,0,(JON) JESSE H. JONES HALL,202,02,,kml_203
(JON) JESSE H. JONES HALL,name: kml_204<br>description: <br> Attributes<br>  FID  203 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (JON) JESSE H. JONES HALL <br>FID: 203<br>Auto_Opene: 0<br>Floor: 02,30.288777,-97.731426,0,(JON) JESSE H. JONES HALL,203,02,,kml_204
(UNB) UNION BUILDING,name: kml_205<br>description: <br> Attributes<br>  FID  204 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UNB) UNION BUILDING <br>FID: 204<br>Auto_Opene: 0<br>Floor: 02,30.28605,-97.741094,0,(UNB) UNION BUILDING,204,02,,kml_205
(UNB) UNION BUILDING,name: kml_206<br>description: <br> Attributes<br>  FID  205 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UNB) UNION BUILDING <br>FID: 205<br>Auto_Opene: 0<br>Floor: 02,30.286166,-97.740955,0,(UNB) UNION BUILDING,205,02,,kml_206
(UNB) UNION BUILDING,name: kml_207<br>description: <br> Attributes<br>  FID  206 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UNB) UNION BUILDING <br>FID: 206<br>Auto_Opene: 0<br>Floor: 02,30.286564,-97.741004,0,(UNB) UNION BUILDING,206,02,,kml_207
(UNB) UNION BUILDING,name: kml_208<br>description: Attributes<br> FID 207 <br> Auto_Opene 1 <br> Floor 02 <br> BldName (UNB) UNION BUILDING <br>FID: 207<br>Auto_Opene: 1<br>Floor: 02,30.28705,-97.741183,1,(UNB) UNION BUILDING,207,02,Attributes,kml_208
(CAL) CALHOUN HALL,name: kml_209<br>description: <br> Attributes<br>  FID  208 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (CAL) CALHOUN HALL <br>FID: 208<br>Auto_Opene: 1<br>Floor: 01,30.28453,-97.740291,1,(CAL) CALHOUN HALL,208,01,,kml_209
(HRH) RAINEY HALL,name: kml_210<br>description: Attributes<br> FID 209 <br> Auto_Opene 1 <br> Floor 02 <br> BldName (HRH) RAINEY HALL <br>FID: 209<br>Auto_Opene: 1<br>Floor: 02,30.284091,-97.740418,1,(HRH) RAINEY HALL,209,02,Attributes,kml_210
(SUT) SUTTON HALL,name: kml_211<br>description: <br> Attributes<br>  FID  210 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (SUT) SUTTON HALL <br>FID: 210<br>Auto_Opene: 1<br>Floor: 02,30.285035,-97.740809,1,(SUT) SUTTON HALL,210,02,,kml_211
(SUT) SUTTON HALL,name: kml_212<br>description: <br> Attributes<br>  FID  211 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SUT) SUTTON HALL <br>FID: 211<br>Auto_Opene: 0<br>Floor: 02,30.285073,-97.740983,0,(SUT) SUTTON HALL,211,02,,kml_212
(SUT) SUTTON HALL,name: kml_213<br>description: <br> Attributes<br>  FID  212 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SUT) SUTTON HALL <br>FID: 212<br>Auto_Opene: 0<br>Floor: 02,30.284904,-97.740822,0,(SUT) SUTTON HALL,212,02,,kml_213
(SUT) SUTTON HALL,name: kml_214<br>description: <br> Attributes<br>  FID  213 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SUT) SUTTON HALL <br>FID: 213<br>Auto_Opene: 0<br>Floor: 02,30.284993,-97.741125,0,(SUT) SUTTON HALL,213,02,,kml_214
(KIN) KINSOLVING DORMITORY,name: kml_215<br>description: <br> Attributes<br>  FID  214 <br>  Auto_Opene  0 <br>  Floor  00 <br>  BldName  (KIN) KINSOLVING DORMITORY <br>FID: 214<br>Auto_Opene: 0<br>Floor: 00,30.290028,-97.739451,0,(KIN) KINSOLVING DORMITORY,214,00,,kml_215
(KIN) KINSOLVING DORMITORY,name: kml_216<br>description: <br> Attributes<br>  FID  215 <br>  Auto_Opene  0 <br>  Floor  00 <br>  BldName  (KIN) KINSOLVING DORMITORY <br>FID: 215<br>Auto_Opene: 0<br>Floor: 00,30.290377,-97.739267,0,(KIN) KINSOLVING DORMITORY,215,00,,kml_216
(MAI) MAIN BUILDING,name: kml_217<br>description: <br> Attributes<br>  FID  216 <br>  Auto_Opene  1 <br>  Floor  GRO* <br>  BldName  (MAI) MAIN BUILDING <br>FID: 216<br>Auto_Opene: 1<br>Floor: GRO*,30.286038,-97.739734,1,(MAI) MAIN BUILDING,216,GRO*,,kml_217
(BME) BIOMEDICAL ENGINEERING BUILDING,name: kml_218<br>description: <br> Attributes<br>  FID  217 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (BME) BIOMEDICAL ENGINEERING BUILDING <br>FID: 217<br>Auto_Opene: 0<br>Floor: 02,30.288843,-97.73877,0,(BME) BIOMEDICAL ENGINEERING BUILDING,217,02,,kml_218
(BME) BIOMEDICAL ENGINEERING BUILDING,name: kml_219<br>description: <br> Attributes<br>  FID  218 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (BME) BIOMEDICAL ENGINEERING BUILDING <br>FID: 218<br>Auto_Opene: 0<br>Floor: 03,30.289284,-97.738851,0,(BME) BIOMEDICAL ENGINEERING BUILDING,218,03,,kml_219
(PHR) PHARMACY BUILDING,name: kml_220<br>description: <br> Attributes<br>  FID  219 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 219<br>Auto_Opene: 1<br>Floor: 03,30.288103,-97.738758,1,(PHR) PHARMACY BUILDING,219,03,,kml_220
(PHR) PHARMACY BUILDING,name: kml_221<br>description: <br> Attributes<br>  FID  220 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 220<br>Auto_Opene: 0<br>Floor: 03,30.288062,-97.738763,0,(PHR) PHARMACY BUILDING,220,03,,kml_221
(PHR) PHARMACY BUILDING,name: kml_222<br>description: <br> Attributes<br>  FID  221 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 221<br>Auto_Opene: 0<br>Floor: 02,30.288234,-97.738479,0,(PHR) PHARMACY BUILDING,221,02,,kml_222
(PHR) PHARMACY BUILDING,name: kml_223<br>description: <br> Attributes<br>  FID  222 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 222<br>Auto_Opene: 0<br>Floor: 02,30.288121,-97.738501,0,(PHR) PHARMACY BUILDING,222,02,,kml_223
(PHR) PHARMACY BUILDING,name: kml_224<br>description: <br> Attributes<br>  FID  223 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 223<br>Auto_Opene: 0<br>Floor: 02,30.288122,-97.738531,0,(PHR) PHARMACY BUILDING,223,02,,kml_224
(PHR) PHARMACY BUILDING,name: kml_225<br>description: <br> Attributes<br>  FID  224 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 224<br>Auto_Opene: 0<br>Floor: 02,30.287952,-97.738536,0,(PHR) PHARMACY BUILDING,224,02,,kml_225
(PHR) PHARMACY BUILDING,name: kml_226<br>description: <br> Attributes<br>  FID  225 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 225<br>Auto_Opene: 0<br>Floor: 02,30.287938,-97.738559,0,(PHR) PHARMACY BUILDING,225,02,,kml_226
(PHR) PHARMACY BUILDING,name: kml_227<br>description: <br> Attributes<br>  FID  226 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 226<br>Auto_Opene: 0<br>Floor: 02,30.288089,-97.73878,0,(PHR) PHARMACY BUILDING,226,02,,kml_227
(PHR) PHARMACY BUILDING,name: kml_228<br>description: <br> Attributes<br>  FID  227 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PHR) PHARMACY BUILDING <br>FID: 227<br>Auto_Opene: 0<br>Floor: 02,30.287932,-97.738677,0,(PHR) PHARMACY BUILDING,227,02,,kml_228
(UTC) UNIVERSITY TEACHING CENTER,name: kml_229<br>description: <br> Attributes<br>  FID  228 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 228<br>Auto_Opene: 1<br>Floor: 02,30.282671,-97.738811,1,(UTC) UNIVERSITY TEACHING CENTER,228,02,,kml_229
(JES) BEAUFORD H. JESTER CENTER,name: kml_230<br>description: <br> Attributes<br>  FID  229 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 229<br>Auto_Opene: 1<br>Floor: 01,30.283082,-97.737006,1,(JES) BEAUFORD H. JESTER CENTER,229,01,,kml_230
(JES) BEAUFORD H. JESTER CENTER,name: kml_231<br>description: <br> Attributes<br>  FID  230 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (JES) BEAUFORD H. JESTER CENTER <br>FID: 230<br>Auto_Opene: 1<br>Floor: 02,30.282966,-97.736469,1,(JES) BEAUFORD H. JESTER CENTER,230,02,,kml_231
(GRE) GREGORY GYMNASIUM,name: kml_232<br>description: <br> Attributes<br>  FID  231 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (GRE) GREGORY GYMNASIUM <br>FID: 231<br>Auto_Opene: 1<br>Floor: 02,30.284017,-97.736841,1,(GRE) GREGORY GYMNASIUM,231,02,,kml_232
(SAC) STUDENT ACTIVITY CENTER,name: kml_233<br>description: <br> Attributes<br>  FID  232 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 232<br>Auto_Opene: 1<br>Floor: 01,30.284701,-97.73627,1,(SAC) STUDENT ACTIVITY CENTER,232,01,,kml_233
